,Location name,Address,Day,Times,What to do,Date added,gcode,lat,long
109,Aotea Centre Auckland CBD,"50 Mayoral Drive, Auckland Central, Auckland 1010",Friday 13 August,12.15 pm - 12.30 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': '50', 'short_name': '50', 'types': ['street_number']}, {'long_name': 'Mayoral Drive', 'short_name': 'Mayoral Dr', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '50 Mayoral Drive, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8518494, 'lng': 174.7624573}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8505004197085, 'lng': 174.7638062802915}, 'southwest': {'lat': -36.8531983802915, 'lng': 174.7611083197085}}}, 'place_id': 'ChIJA7W9he9HDW0R0pLlBSfFJBc', 'types': ['subpremise']}]",-36.8518494,174.7624573
110,Blockhouse Bay Christian Kindergarten,"76 Dundale Avenue, Blockhouse Bay, Auckland 0600",Friday 13 August,9.00 am - 3.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': '76', 'short_name': '76', 'types': ['street_number']}, {'long_name': 'Dundale Avenue', 'short_name': 'Dundale Ave', 'types': ['route']}, {'long_name': 'Blockhouse Bay', 'short_name': 'Blockhouse Bay', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '76 Dundale Avenue, Blockhouse Bay, Auckland 0600, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9126719, 'lng': 174.7154625}, 'southwest': {'lat': -36.9130096, 'lng': 174.7148897}}, 'location': {'lat': -36.9128191, 'lng': 174.7151883}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9114917697085, 'lng': 174.7165250802915}, 'southwest': {'lat': -36.9141897302915, 'lng': 174.7138271197085}}}, 'place_id': 'ChIJE5af75lGDW0RuKtw9C1VxaE', 'types': ['premise']}]",-36.9128191,174.7151883
111,Avondale College,"51 Victor Street, Avondale, Auckland 1026",Friday 13 August,8.45 am - 3.15 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '51', 'short_name': '51', 'types': ['street_number']}, {'long_name': 'Victor Street', 'short_name': 'Victor St', 'types': ['route']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1026', 'short_name': '1026', 'types': ['postal_code']}], 'formatted_address': '51 Victor Street, Avondale, Auckland 1026, New Zealand', 'geometry': {'location': {'lat': -36.8917834, 'lng': 174.6906992}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.89043441970851, 'lng': 174.6920481802915}, 'southwest': {'lat': -36.8931323802915, 'lng': 174.6893502197085}}}, 'place_id': 'ChIJ6eHsI81GDW0RYljKqCt0WxU', 'plus_code': {'compound_code': '4M5R+77 Auckland, New Zealand', 'global_code': '4VMP4M5R+77'}, 'types': ['street_address']}]",-36.8917834,174.6906992
112,Hirepool Equipment Hire,"301 Puhinui Road, Papatoetoe, Auckland 2025",Friday 13 August,8.30 am - 8.45 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '301', 'short_name': '301', 'types': ['street_number']}, {'long_name': 'Puhinui Road', 'short_name': 'Puhinui Rd', 'types': ['route']}, {'long_name': 'Papatoetoe', 'short_name': 'Papatoetoe', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '2025', 'short_name': '2025', 'types': ['postal_code']}], 'formatted_address': '301 Puhinui Road, Papatoetoe, Auckland 2025, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9911745, 'lng': 174.845838}, 'southwest': {'lat': -36.992323, 'lng': 174.8452326}}, 'location': {'lat': -36.9916006, 'lng': 174.8455527}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9903997697085, 'lng': 174.8468842802915}, 'southwest': {'lat': -36.9930977302915, 'lng': 174.8441863197085}}}, 'place_id': 'ChIJnYFWP21ODW0Rs0GZJuU2YTs', 'types': ['premise']}]",-36.9916006,174.8455527
113,Train Panmure to Britomart,Auckland,Friday 13 August,7.30 am - 7.50 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}], 'formatted_address': 'Auckland, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}, 'location': {'lat': -36.85088270000001, 'lng': 174.7644881}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}}, 'place_id': 'ChIJ--acWvtHDW0RF5miQ2HvAAU', 'types': ['locality', 'political']}]",-36.85088270000001,174.7644881
114,Denny's CBD,"51 Hobson Street Auckland CBD, 1010",Friday 13 August,1.00 am - 1.30 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '51', 'short_name': '51', 'types': ['street_number']}, {'long_name': 'Hobson Street', 'short_name': 'Hobson St', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '51 Hobson Street, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8473837, 'lng': 174.7616906}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.84603471970851, 'lng': 174.7630395802915}, 'southwest': {'lat': -36.8487326802915, 'lng': 174.7603416197085}}}, 'place_id': 'ChIJNU0NZ_BHDW0RkHQT_TAhmug', 'plus_code': {'compound_code': '5Q36+2M Auckland, New Zealand', 'global_code': '4VMP5Q36+2M'}, 'types': ['street_address']}]",-36.8473837,174.7616906
115,Train Britomart to Panmure,Auckland,Thursday 12 August,9.00 pm - 9.30 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}], 'formatted_address': 'Auckland, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}, 'location': {'lat': -36.85088270000001, 'lng': 174.7644881}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -36.66060179999999, 'lng': 174.9684261}, 'southwest': {'lat': -37.0590199, 'lng': 174.443816}}}, 'place_id': 'ChIJ--acWvtHDW0RF5miQ2HvAAU', 'types': ['locality', 'political']}]",-36.85088270000001,174.7644881
116,Hoyts Cinemas - Wairau Park,"15 Link Drive, Wairau Valley, Auckland 0627",Thursday 12 August,6.00 pm - 8.30 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Link Drive', 'short_name': 'Link Dr', 'types': ['route']}, {'long_name': 'Wairau Valley', 'short_name': 'Wairau Valley', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0627', 'short_name': '0627', 'types': ['postal_code']}], 'formatted_address': '15 Link Drive, Wairau Valley, Auckland 0627, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7646093, 'lng': 174.7391547}, 'southwest': {'lat': -36.7653167, 'lng': 174.7383932}}, 'location': {'lat': -36.764886, 'lng': 174.7388203}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7636140197085, 'lng': 174.7401229302915}, 'southwest': {'lat': -36.7663119802915, 'lng': 174.7374249697085}}}, 'place_id': 'ChIJ11x8BZs5DW0RBWJ_TC4S1Ho', 'types': ['premise']}]",-36.764886,174.7388203
117,Burger King - Wairau Park,"22 Link Drive, Wairau Valley, Auckland 0627",Thursday 12 August,5.30 pm - 6.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '22', 'short_name': '22', 'types': ['street_number']}, {'long_name': 'Link Drive', 'short_name': 'Link Dr', 'types': ['route']}, {'long_name': 'Wairau Valley', 'short_name': 'Wairau Valley', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0627', 'short_name': '0627', 'types': ['postal_code']}], 'formatted_address': '22 Link Drive, Wairau Valley, Auckland 0627, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7629038, 'lng': 174.7370418}, 'southwest': {'lat': -36.7631275, 'lng': 174.7367968}}, 'location': {'lat': -36.7630184, 'lng': 174.7369228}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7616666697085, 'lng': 174.7382682802915}, 'southwest': {'lat': -36.7643646302915, 'lng': 174.7355703197085}}}, 'place_id': 'ChIJPx7QVZs5DW0RqZbyDdapFww', 'types': ['premise']}]",-36.7630184,174.7369228
118,Novi Lunch Bar,"25 Bowden Road, Mount Wellington, Auckland 1060",Thursday 12 August,1.45 pm - 2.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '25', 'short_name': '25', 'types': ['street_number']}, {'long_name': 'Bowden Road', 'short_name': 'Bowden Rd', 'types': ['route']}, {'long_name': 'Mount Wellington', 'short_name': 'Mount Wellington', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1060', 'short_name': '1060', 'types': ['postal_code']}], 'formatted_address': '25 Bowden Road, Mount Wellington, Auckland 1060, New Zealand', 'geometry': {'location': {'lat': -36.9168571, 'lng': 174.8505433}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9155081197085, 'lng': 174.8518922802915}, 'southwest': {'lat': -36.9182060802915, 'lng': 174.8491943197085}}}, 'place_id': 'ChIJR23mE1pJDW0RKjjYtkaEaGg', 'plus_code': {'compound_code': '3VM2+76 Auckland, New Zealand', 'global_code': '4VMP3VM2+76'}, 'types': ['street_address']}]",-36.9168571,174.8505433
119,Subway East Tamaki,"Cnr Springs Rd &, Kerwyn Avenue, East Tāmaki, Auckland 1125",Thursday 12 August,1.45 pm - 2.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': 'Springs Road & Kerwyn Avenue', 'short_name': 'Springs Rd & Kerwyn Ave', 'types': ['intersection']}, {'long_name': 'East Tāmaki', 'short_name': 'East Tāmaki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '2013', 'short_name': '2013', 'types': ['postal_code']}], 'formatted_address': 'Springs Rd & Kerwyn Ave, East Tāmaki, Auckland 2013, New Zealand', 'geometry': {'location': {'lat': -36.9487716, 'lng': 174.8922355}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.9474226197085, 'lng': 174.8935844802915}, 'southwest': {'lat': -36.9501205802915, 'lng': 174.8908865197085}}}, 'place_id': 'EkFTcHJpbmdzIFJkICYgS2Vyd3luIEF2ZSwgRWFzdCBUxIFtYWtpLCBBdWNrbGFuZCAyMDEzLCBOZXcgWmVhbGFuZCJmImQKFAoSCR1jYtxmTA1tEf7a3b30xBstEhQKEgkdY2LcZkwNbRH-2t299MQbLRoUChIJsRF93GZMDW0RfbsX0frIQj0aFAoSCe-5-WFuTA1tEbkwuRBOiANWIgoNnBD66RXzbz5o', 'types': ['intersection']}]",-36.9487716,174.8922355
120,Unique Hardware Rosedale,"1/16 Arrenway Drive, Rosedale, Auckland 0632",Thursday 12 August,12.30 pm - 1.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Arrenway Drive', 'short_name': 'Arrenway Dr', 'types': ['route']}, {'long_name': 'Rosedale', 'short_name': 'Rosedale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': '1/16 Arrenway Drive, Rosedale, Auckland 0632, New Zealand', 'geometry': {'location': {'lat': -36.7420961, 'lng': 174.7219008}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.74074711970849, 'lng': 174.7232497802915}, 'southwest': {'lat': -36.74344508029149, 'lng': 174.7205518197085}}}, 'place_id': 'ChIJARCubdA7DW0Rb-ec2JLfYg8', 'types': ['subpremise']}]",-36.7420961,174.7219008
121,Glasscorp Limited Albany,"124 Bush Road, Rosedale, Auckland 0632",Thursday 12 August,12.30 pm - 1.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '124', 'short_name': '124', 'types': ['street_number']}, {'long_name': 'Bush Road', 'short_name': 'Bush Rd', 'types': ['route']}, {'long_name': 'Rosedale', 'short_name': 'Rosedale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0632', 'short_name': '0632', 'types': ['postal_code']}], 'formatted_address': '124 Bush Road, Rosedale, Auckland 0632, New Zealand', 'geometry': {'location': {'lat': -36.7436734, 'lng': 174.70449}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7423244197085, 'lng': 174.7058389802915}, 'southwest': {'lat': -36.74502238029149, 'lng': 174.7031410197085}}}, 'place_id': 'ChIJq-fRPeQ7DW0R9uE4mwib1B0', 'plus_code': {'compound_code': '7P43+GQ Auckland, New Zealand', 'global_code': '4VMP7P43+GQ'}, 'types': ['street_address']}]",-36.7436734,174.70449
